Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
2706,DEAF-APPLAUSE,DEAF-APPLAUSE,DEAF-APPLAUSE,1270,1392,1320,1342,5,5,5,5,ASL_2008_08_04_scene12-camera1.mov,Lexical Signs,DEAF-APPLAUSE
2707,DEAF-APPLAUSE,DEAF-APPLAUSE,DEAF-APPLAUSE,6072,6203,6122,6153,5,5,5,5,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,DEAF-APPLAUSE
2720,DECORATE,DECORATE,DECORATE,1600,1766,1650,1716,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_01_18_scene13-camera1.mov,Lexical Signs,DECORATE
2721,DECORATE,DECORATE,DECORATE,1630,1780,1680,1730,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_05_12b_scene13-camera1.mov,Lexical Signs,DECORATE
2722,DECORATE,DECORATE,DECORATE,1717,1900,1767,1850,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_06_scene13-camera1.mov,Lexical Signs,DECORATE
2723,DECORATE,DECORATE,DECORATE,11388,11525,11438,11475,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene32-camera1.mov,Lexical Signs,DECORATE
2734,DEEP,DEEP,DEEP,1861,1985,1911,1935,bent-1,flat-B,bent-1,flat-B,ASL_2008_01_18_scene13-camera1.mov,Lexical Signs,DEEP
2735,DEEP,DEEP,DEEP,2017,2152,2067,2102,bent-1,B-L,bent-1,B-L,ASL_2008_08_06_scene13-camera1.mov,Lexical Signs,DEEP
2736,DEEP,DEEP,DEEP,11619,11737,11669,11687,bent-1,B-L,bent-1,B-L,ASL_2011_06_08_Brady_scene32-camera1.mov,Lexical Signs,DEEP
2737,DEEP,DEEP_2,DEEP_2,1855,1982,1905,1932,bent-1,B-L,bent-1,B-L,ASL_2008_05_12b_scene13-camera1.mov,Lexical Signs,DEEP
322,DELETE,(2h)DELETE,(2h)DELETE,1241,1360,1291,1310,cocked-S,1,10,1,ASL_2008_01_18_scene30-camera1.mov,Lexical Signs,DELETE
323,DELETE,(2h)DELETE,(2h)DELETE,3254,3374,3304,3324,cocked-S,1,10,psv,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,DELETE
2749,DELETE,DELETE,DELETE,1172,1306,1222,1256,cocked-S,,10,,ASL_2008_05_29a_scene10-camera1.mov,Lexical Signs,DELETE
2750,DELETE,DELETE,DELETE,1452,1572,1502,1522,cocked-S,,10,,ASL_2008_08_06_scene30-camera1.mov,Lexical Signs,DELETE
2751,DELETE,DELETE,DELETE,3734,3838,3784,3808,X-over-thumb,,10,,ASL_2011_07_22_Brady_scene39-camera1.mov,Lexical Signs,DELETE
2752,DELICIOUS,DELICIOUS,DELICIOUS,210,340,260,290,8,,open-8,,ASL_2008_05_12b_scene14-camera1.mov,Lexical Signs,DELICIOUS
2753,DELICIOUS,DELICIOUS,DELICIOUS,180,292,230,242,8,,8,,ASL_2008_08_06_scene14-camera1.mov,Lexical Signs,DELICIOUS
2754,DELICIOUS,DELICIOUS,DELICIOUS,2319,2434,2369,2384,8,,8,,ASL_2006_10_10_scene6-camera1.mov,Lexical Signs,DELICIOUS
2755,DELICIOUS,DELICIOUS,DELICIOUS,2638,2788,2688,2738,8,,8,,ASL_2007_05_24_scene10-camera1.mov,Lexical Signs,DELICIOUS
2756,DELICIOUS,DELICIOUS_2,DELICIOUS_2,410,535,460,485,open-8,,A,,ASL_2008_01_18_scene14-camera1.mov,Lexical Signs,DELICIOUS
2757,DELICIOUS,DELICIOUS_2,DELICIOUS_2,14346,14465,14396,14415,8,,X-over-thumb,,ASL_2011_06_08_Brady_scene32-camera1.mov,Lexical Signs,DELICIOUS
2758,DEMOCRAT,DEMOCRAT,DEMOCRAT,1095,1237,1145,1187,D,,D,,ASL_2008_01_18_scene14-camera1.mov,Lexical Signs,DEMOCRAT
2759,DEMOCRAT,DEMOCRAT,DEMOCRAT,835,991,885,941,D,,D,,ASL_2008_05_12b_scene14-camera1.mov,Lexical Signs,DEMOCRAT
2760,DEMOCRAT,DEMOCRAT,DEMOCRAT,685,805,735,755,D,,D,,ASL_2008_08_06_scene14-camera1.mov,Lexical Signs,DEMOCRAT
2761,DEMOCRAT,DEMOCRAT,DEMOCRAT,14837,14969,14887,14919,D,,D,,ASL_2011_06_08_Brady_scene32-camera1.mov,Lexical Signs,DEMOCRAT
486,DEPRESS,(D)DEPRESS,(D)DEPRESS,835,962,885,912,D,D,D,D,ASL_2008_01_18_scene15-camera1.mov,Lexical Signs,DEPRESS
487,DEPRESS,(D)DEPRESS,(D)DEPRESS,512,645,562,595,D,D,D,D,ASL_2008_05_12b_scene15-camera1.mov,Lexical Signs,DEPRESS
488,DEPRESS,(D)DEPRESS,(D)DEPRESS,442,585,492,535,D,D,D,D,ASL_2008_08_06_scene15-camera1.mov,Lexical Signs,DEPRESS
2784,DEPRESS,DEPRESS,DEPRESS,622,746,672,696,25,25,25,25,ASL_2008_01_18_scene15-camera1.mov,Lexical Signs,DEPRESS
2785,DEPRESS,DEPRESS,DEPRESS,300,435,350,385,25,25,25,25,ASL_2008_05_12b_scene15-camera1.mov,Lexical Signs,DEPRESS
2786,DEPRESS,DEPRESS,DEPRESS,185,312,235,262,25,25,25,25,ASL_2008_08_06_scene15-camera1.mov,Lexical Signs,DEPRESS
2787,DEPRESS,DEPRESS,DEPRESS,2154,2287,2204,2237,25,25,25,25,ASL_2011_06_08_Brady_scene33-camera1.mov,Lexical Signs,DEPRESS
2788,DEPRESS,DEPRESS,DEPRESS,3536,3667,3586,3617,25,25,25,25,ASL_2011_06_08_Brady_scene33-camera1.mov,Lexical Signs,DEPRESS
2789,DEPRESS,DEPRESS,DEPRESS,710,842,760,792,25,25,25,25,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs,DEPRESS
2790,DEPRESS,DEPRESS,DEPRESS,752,886,802,836,25,25,25,25,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,DEPRESS
2791,DESTROY,DESTROY,DESTROY,1490,1635,1540,1585,5,5,S,S,ASL_2008_05_12b_scene15-camera1.mov,Lexical Signs,DESTROY
2792,DESTROY,DESTROY,DESTROY,1860,2005,1910,1955,5,5,A,A,ASL_2008_08_06_scene15-camera1.mov,Lexical Signs,DESTROY
2793,DESTROY,DESTROY,DESTROY,7942,8069,7992,8019,5-C,5-C,A,A,ASL_2011_06_08_Brady_scene33-camera1.mov,Lexical Signs,DESTROY
2794,DESTROY,DESTROY,DESTROY,836,967,886,917,5,5,A,A,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs,DESTROY
2795,DESTROY,DESTROY,DESTROY,887,1031,937,981,crvd-5,5,A,A,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,DESTROY
489,DEVELOP,(D)DEVELOP,(D)DEVELOP,1190,1310,1240,1260,D,B-L,D,B-L,ASL_2008_01_18_scene16-camera1.mov,Lexical Signs,DEVELOP
490,DEVELOP,(D)DEVELOP,(D)DEVELOP,4230,4370,4280,4320,D,B-L,D,B-L,ASL_2008_05_12b_scene15-camera1.mov,Lexical Signs,DEVELOP
2802,DEVELOP,DEVELOP,DEVELOP,1400,1536,1450,1486,B-xd,B-L,B-xd,B-L,ASL_2008_01_18_scene16-camera1.mov,Lexical Signs,DEVELOP
2803,DEVELOP,DEVELOP,DEVELOP,1288,1430,1338,1380,B,B-L,B,B-L,ASL_2008_02_29_scene30-camera1.mov,Lexical Signs,DEVELOP
2804,DEVELOP,DEVELOP,DEVELOP,4460,4585,4510,4535,B-xd,B-L,B-xd,B-L,ASL_2008_05_12b_scene15-camera1.mov,Lexical Signs,DEVELOP
2805,DEVELOP,DEVELOP,DEVELOP,1587,1705,1637,1655,B,B-L,B,B-L,ASL_2008_08_06_scene16-camera1.mov,Lexical Signs,DEVELOP
2806,DEVELOP,DEVELOP,DEVELOP,1840,1960,1890,1910,B,B-L,B,B-L,ASL_2008_08_06_scene16-camera1.mov,Lexical Signs,DEVELOP
2807,DEVELOP,DEVELOP,DEVELOP,10097,10218,10147,10168,B-xd,B-L,B-xd,B-L,ASL_2011_06_08_Brady_scene33-camera1.mov,Lexical Signs,DEVELOP
2808,DEVELOP,DEVELOP,DEVELOP,10674,10794,10724,10744,B-xd,B-L,B-xd,B-L,ASL_2011_06_08_Brady_scene33-camera1.mov,Lexical Signs,DEVELOP
2809,DEVELOP,DEVELOP,DEVELOP,1587,1710,1637,1660,B-xd,B-L,B-xd,B-L,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,DEVELOP
2817,DIALOG,DIALOG,DIALOG++,3286,3445,3336,3395,1,1,1,1,ASL_2008_01_18_scene16-camera1.mov,Lexical Signs,DIALOG
2818,DIALOG,DIALOG,DIALOG++,6461,6600,6511,6550,1,1,1,1,ASL_2008_05_12b_scene15-camera1.mov,Lexical Signs,DIALOG
2819,DIALOG,DIALOG,DIALOG++,4230,4385,4280,4335,D,D,D,D,ASL_2008_08_06_scene16-camera1.mov,Lexical Signs,DIALOG
2820,DIALOG,DIALOG,DIALOG++,504,634,554,584,1,1,1,1,ASL_2011_06_08_Brady_scene34-camera1.mov,Lexical Signs,DIALOG
2827,DIE,DIE,DIE,670,805,720,755,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene17-camera1.mov,Lexical Signs,DIE
2828,DIE,DIE,DIE,530,665,580,615,B-L,B-L,B-L,B-L,ASL_2008_05_12b_scene16-camera1.mov,Lexical Signs,DIE
2829,DIE,DIE,DIE,460,592,510,542,B-L,B-L,B-L,B-L,ASL_2008_08_06_scene17-camera1.mov,Lexical Signs,DIE
2830,DIE,DIE,DIE,2378,2496,2428,2446,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene34-camera1.mov,Lexical Signs,DIE
2864,DISAPPOINT,DISAPPOINT,DISAPPOINT,582,720,632,670,1,,1,,ASL_2008_01_18_scene19-camera1.mov,Lexical Signs,DISAPPOINT
2865,DISAPPOINT,DISAPPOINT,DISAPPOINT,4438,4585,4488,4535,1,,1,,ASL_2008_02_15_scene6-camera1.mov,Lexical Signs,DISAPPOINT
2866,DISAPPOINT,DISAPPOINT,DISAPPOINT,400,537,450,487,1,,1,,ASL_2008_05_12b_scene18-camera1.mov,Lexical Signs,DISAPPOINT
2867,DISAPPOINT,DISAPPOINT,DISAPPOINT,2335,2462,2385,2412,1,,1,,ASL_2008_06_10_scene16-camera1.mov,Lexical Signs,DISAPPOINT
2868,DISAPPOINT,DISAPPOINT,DISAPPOINT,470,592,520,542,bent-1,,bent-1,,ASL_2008_08_06_scene19-camera1.mov,Lexical Signs,DISAPPOINT
2869,DISAPPOINT,DISAPPOINT,DISAPPOINT,3645,3774,3695,3724,1,,1,,ASL_2011_06_08_Brady_scene35-camera1.mov,Lexical Signs,DISAPPOINT
2870,DISAPPOINT,DISAPPOINT,DISAPPOINT,5222,5347,5272,5297,1,,1,,ASL_2011_06_14_Brady_scene18-camera1.mov,Lexical Signs,DISAPPOINT
2871,DISAPPOINT,DISAPPOINT,DISAPPOINT,2539,2662,2589,2612,1,,1,,ASL_2011_07_19_Brady_scene3-camera1.mov,Lexical Signs,DISAPPOINT
2872,DISAPPOINT,DISAPPOINT,DISAPPOINT,2378,2483,2428,2433,1,,1,,ASL_2006_10_10_scene18-camera1.mov,Lexical Signs,DISAPPOINT
2873,DISAPPOINT,DISAPPOINT,DISAPPOINT,2336,2471,2386,2421,1,,1,,ASL_2007_05_24_scene20-camera1.mov,Lexical Signs,DISAPPOINT
2899,DISGUST,DISGUST,DISGUST+,2015,2200,2065,2150,5,,5-C,,ASL_2008_01_18_scene19-camera1.mov,Lexical Signs,DISGUST
2900,DISGUST,DISGUST,DISGUST+,1034,1225,1084,1175,5-C,,5-C,,ASL_2008_02_29_scene31-camera1.mov,Lexical Signs,DISGUST
2901,DISGUST,DISGUST,DISGUST+,2295,2430,2345,2380,5-C-L,,5-C-L,,ASL_2008_08_06_scene19-camera1.mov,Lexical Signs,DISGUST
2902,DISGUST,DISGUST,DISGUST+,1356,1518,1406,1468,5-C,,5-C,,ASL_2011_07_19_Brady_scene82-camera1.mov,Lexical Signs,DISGUST
2903,DISGUST,DISGUST,DISGUST++,1935,2086,1985,2036,5-C,,5-C,,ASL_2008_05_12b_scene18-camera1.mov,Lexical Signs,DISGUST
2904,DISGUST,DISGUST,DISGUST++,5219,5346,5269,5335,5,,5-C,,ASL_2011_06_08_Brady_scene35-camera1.mov,Lexical Signs,DISGUST
2906,DISH,DISH,DISH,115,271,165,221,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,DISH
2907,DISH,DISH,DISH,1703,1867,1753,1817,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene7-camera1.mov,Lexical Signs,DISH
2908,DISH,DISH,DISH,1314,1434,1364,1384,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2011_06_08_Brady_scene36-camera1.mov,Lexical Signs,DISH
2909,DISH,DISH,DISH,716,828,766,778,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs,DISH
207939,DISH,DISH,DISH,653,768,703,718,L-X,L-X,L-X,L-X,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs,DISH
2911,DISH,DISH-pl,DISH-pl,300,450,350,400,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,DISH
2912,DISH,DISH-pl,DISH-pl,1563,1696,1613,1646,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2011_06_08_Brady_scene36-camera1.mov,Lexical Signs,DISH
2913,DISMISS,DISMISS,DISMISS,2217,2345,2267,2295,bent-B,B-L,bent-B,B-L,ASL_2008_01_18_scene19-camera1.mov,Lexical Signs,DISMISS
2914,DISMISS,DISMISS,DISMISS,2147,2290,2197,2240,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene44-camera1.mov,Lexical Signs,DISMISS
2915,DISMISS,DISMISS,DISMISS,2270,2396,2320,2346,B-L,B-L,B-L,B-L,ASL_2008_05_12b_scene18-camera1.mov,Lexical Signs,DISMISS
2916,DISMISS,DISMISS,DISMISS,2525,2655,2575,2605,bent-B,B-L,bent-B,B-L,ASL_2008_05_29a_scene27-camera1.mov,Lexical Signs,DISMISS
2917,DISMISS,DISMISS,DISMISS,2191,2317,2241,2267,B,B-L,B,B-L,ASL_2008_05_29b_scene17-camera1.mov,Lexical Signs,DISMISS
2918,DISMISS,DISMISS,DISMISS,2531,2665,2581,2615,bent-B,B-L,bent-B,B-L,ASL_2008_08_06_scene19-camera1.mov,Lexical Signs,DISMISS
2919,DISMISS,DISMISS,DISMISS,4297,4427,4347,4377,bent-B,B-L,bent-B,B-L,ASL_2008_08_13_scene37-camera1.mov,Lexical Signs,DISMISS
2920,DISMISS,DISMISS,DISMISS,2936,3053,2986,3003,bent-B-L,flat-B,bent-B-L,flat-B,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,DISMISS
2921,DISMISS,DISMISS,DISMISS,2434,2566,2484,2516,B-L,B-L,B-L,B-L,ASL_2007_05_24_scene18-camera1.mov,Lexical Signs,DISMISS
2922,DISTRIBUTE,DISTRIBUTE,DISTRIBUTE,515,636,565,586,flat-O,flat-O,crvd-5,crvd-5,ASL_2008_01_18_scene20-camera1.mov,Lexical Signs,DISTRIBUTE
2923,DISTRIBUTE,DISTRIBUTE,DISTRIBUTE,101,230,151,180,flat-O,flat-O,5,5,ASL_2008_08_06_scene20-camera1.mov,Lexical Signs,DISTRIBUTE
2924,DISTRIBUTE,DISTRIBUTE,DISTRIBUTE,2705,2830,2755,2780,flat-O,flat-O,5,5,ASL_2011_06_08_Brady_scene36-camera1.mov,Lexical Signs,DISTRIBUTE
493,DOCTOR,(D)DOCTOR,(D)DOCTOR+,605,747,655,697,D,psv,D,psv,ASL_2008_01_18_scene21-camera1.mov,Lexical Signs,DOCTOR
494,DOCTOR,(D)DOCTOR,(D)DOCTOR+,1220,1345,1270,1295,D,psv,D,psv,ASL_2008_08_06_scene21-camera1.mov,Lexical Signs,DOCTOR
207748,DOCTOR,DOCTOR,DOCTOR,1415,1541,1465,1491,bent-B,psv,bent-B,psv,ASL_2008_08_06_scene21-camera1.mov,Lexical Signs,DOCTOR
2956,DOCTOR,DOCTOR,DOCTOR+,805,941,855,891,bent-B,psv,bent-B,psv,ASL_2008_01_18_scene21-camera1.mov,Lexical Signs,DOCTOR
2957,DOCTOR,DOCTOR,DOCTOR+,1017,1145,1067,1095,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_08_04_scene28-camera1.mov,Lexical Signs,DOCTOR
2958,DOCTOR,DOCTOR,DOCTOR+,603,731,653,681,bent-B-L,A,bent-B-L,A,ASL_2011_06_08_Brady_scene37-camera1.mov,Lexical Signs,DOCTOR
2959,DOCTOR,DOCTOR,DOCTOR+,2206,2333,2256,2283,bent-B,B-L,bent-B,B-L,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs,DOCTOR
2960,DOCTOR,DOCTOR,DOCTOR+,2362,2515,2412,2465,bent-B-L,B-L,bent-B-L,B-L,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,DOCTOR
2961,DOCTOR,DOCTOR,DOCTOR++,8082,8220,8132,8170,bent-B-L,A,bent-B-L,A,ASL_2011_06_08_Brady_scene36-camera1.mov,Lexical Signs,DOCTOR
2962,DOCTOR,DOCTOR,DOCTOR+++,2676,2835,2726,2785,crvd-flat-B,flat-B,crvd-flat-B,flat-B,ASL_2008_05_29a_scene1-camera1.mov,Lexical Signs,DOCTOR
2975,DOOR,DOOR,DOOR,489,641,539,591,B-xd,B-xd,B-xd,B-xd,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,DOOR
2976,DOOR,DOOR,DOOR+,1096,1217,1146,1167,B,B,B,B,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DOOR
2977,DOOR,DOOR,DOOR+,2729,2867,2779,2817,B,B,B,B,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs,DOOR
2978,DOOR,DOOR,DOOR+,2930,3107,2980,3057,B-xd,B-xd,B-xd,B-xd,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,DOOR
2979,DOOR,DOOR-pl,DOOR-pl,645,815,695,765,B-xd,B-xd,B-xd,B-xd,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,DOOR
2980,DOOR,DOOR-pl,DOOR-pl,1473,1614,1523,1564,B,B,B,B,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DOOR
2983,DORM,DORM,DORM,1845,1975,1895,1925,D,,D,,ASL_2008_01_18_scene22-camera1.mov,Lexical Signs,DORM
2984,DORM,DORM,DORM,2856,2986,2906,2936,D,,D,,ASL_2008_05_29a_scene2-camera1.mov,Lexical Signs,DORM
2985,DORM,DORM,DORM,1867,1990,1917,1940,D,,D,,ASL_2008_08_06_scene22-camera1.mov,Lexical Signs,DORM
2986,DORM,DORM,DORM,2789,2914,2839,2864,D,,D,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DORM
2987,DOUBT,DOUBT,DOUBT+,190,325,240,275,V,,crvd-V,,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,DOUBT
2988,DOUBT,DOUBT,DOUBT+,2320,2440,2370,2390,V,,crvd-V,,ASL_2008_08_06_scene22-camera1.mov,Lexical Signs,DOUBT
2989,DOUBT,DOUBT,DOUBT+,3491,3612,3541,3562,crvd-V,,crvd-V,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DOUBT
2990,DOUBT,DOUBT,DOUBT+,2303,2434,2353,2384,V,,crvd-V,,ASL_2011_07_19_Brady_scene85-camera1.mov,Lexical Signs,DOUBT
2991,DOUBT,DOUBT,DOUBT++,1680,1830,1730,1780,V,,crvd-V,,ASL_2008_02_29_scene33-camera1.mov,Lexical Signs,DOUBT
2992,DOUBT,DOUBT,DOUBT++,3365,3490,3415,3440,V,,crvd-V,,ASL_2008_05_29a_scene2-camera1.mov,Lexical Signs,DOUBT
2993,DOWN,DOWN,DOWN,740,870,790,820,1,,1,,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,DOWN
2995,DOWN,DOWN,DOWN,557,685,607,635,1,,1,,ASL_2008_05_29a_scene3-camera1.mov,Lexical Signs,DOWN
2996,DOWN,DOWN,DOWN,415,541,465,491,1,,1,,ASL_2008_08_06_scene23-camera1.mov,Lexical Signs,DOWN
2998,DOWN,DOWN,DOWN,4029,4147,4079,4097,1,,1,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DOWN
207755,DOWN,DOWN,DOWN,1918,2033,1968,1983,1,,1,,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs,DOWN
207756,DOWN,DOWN,DOWN,2081,2217,2131,2167,1,,1,,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,DOWN
2999,DOWN,DOWN,DOWN+,940,1081,990,1031,1,,1,,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,DOWN
3000,DOWN,DOWN,DOWN+,645,777,695,727,bent-1,,bent-1,,ASL_2008_08_06_scene23-camera1.mov,Lexical Signs,DOWN
3001,DOWN,DOWN,DOWN+,3965,4107,4015,4057,bent-1,,bent-1,,ASL_2011_07_22_Brady_scene41-camera1.mov,Lexical Signs,DOWN
180,DROP,(1h)DROP,(1h)DROP,3725,3855,3775,3805,S,,5,,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DROP
3059,DROP,DROP,DROP,235,360,285,310,S,S,5,5,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DROP
3060,DROP,DROP,DROP,665,820,715,770,flat-O,flat-O,5,5,ASL_2008_02_29_scene3-camera1.mov,Lexical Signs,DROP
3061,DROP,DROP,DROP,2690,2805,2740,2755,S,S,5,5,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DROP
3062,DROP,DROP,DROP,4967,5087,5017,5037,S,S,5,5,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DROP
3063,DROP,DROP,DROP,5678,5795,5728,5745,flat-O,flat-O,5,5,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,DROP
3064,DROP,DROP,DROP,5902,6016,5952,5966,S,S,5,5,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,DROP
207818,DRUGS,DRUGS,DRUGS,1535,1660,1585,1610,10,,10,,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,DRUGS
3070,DRUGS,DRUGS,DRUGS+,6360,6489,6410,6439,10,,10,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRUGS
3071,DRUGS,DRUGS,DRUGS++,1115,1270,1165,1220,10,,10,,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DRUGS
3072,DRUGS,DRUGS,DRUGS++,1865,2010,1915,1960,S,,S,,ASL_2008_05_29a_scene5-camera1.mov,Lexical Signs,DRUGS
3113,EACH,EACH,EACH,2620,2745,2670,2695,10,10,10,10,ASL_2008_01_18_scene26-camera1.mov,Lexical Signs,EACH
3114,EACH,EACH,EACH,4190,4321,4240,4271,10,10,10,10,ASL_2008_08_06_scene26-camera1.mov,Lexical Signs,EACH
3115,EACH,EACH,EACH+,3453,3587,3503,3537,10,10,10,10,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EACH
3151,EASY,EASY,EASY+,795,930,845,880,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene12-camera1.mov,Lexical Signs,EASY
3152,EASY,EASY,EASY+,1287,1421,1337,1371,B-L,B-L,bent-B-L,B-L,ASL_2008_01_18_scene28-camera1.mov,Lexical Signs,EASY
3153,EASY,EASY,EASY+,525,657,575,607,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene9-camera1.mov,Lexical Signs,EASY
3154,EASY,EASY,EASY+,651,775,701,725,B-L,B-L,B-L,B-L,ASL_2008_08_06_scene28-camera1.mov,Lexical Signs,EASY
3155,EASY,EASY,EASY+,334,457,384,407,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene11-camera1.mov,Lexical Signs,EASY
3156,EASY,EASY,EASY+,859,1017,909,967,B-L,crvd-B,bent-B-L,crvd-B,ASL_2006_10_10_scene8-camera1.mov,Lexical Signs,EASY
3157,EASY,EASY,EASY++,625,771,675,721,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_05_29a_scene8-camera1.mov,Lexical Signs,EASY
3158,EASY,EASY,EASY++,7459,7596,7509,7546,B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EASY
3159,EASY,EASY,EASY++,804,973,854,923,B-L,B-L,B-L,B-L,ASL_2007_05_24_scene12-camera1.mov,Lexical Signs,EASY
3170,ECONOMIC,ECONOMIC,ECONOMIC+,1745,1885,1795,1835,E,B-L,E,B-L,ASL_2008_01_18_scene28-camera1.mov,Lexical Signs,ECONOMIC
3171,ECONOMIC,ECONOMIC,ECONOMIC+,1255,1382,1305,1332,E,B-L,E,B-L,ASL_2008_08_06_scene28-camera1.mov,Lexical Signs,ECONOMIC
3172,ECONOMIC,ECONOMIC,ECONOMIC+,139,260,189,210,E,B-L,E,B-L,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,ECONOMIC
3173,ECONOMIC,ECONOMIC,ECONOMIC++,972,1110,1022,1060,loose-E,B-L,loose-E,B-L,ASL_2008_05_29a_scene8-camera1.mov,Lexical Signs,ECONOMIC
3191,EIGHT,EIGHT,EIGHT,630,792,680,742,8,,8,,ASL_2008_05_12a_scene2-camera1.mov,Number Signs,EIGHT
3192,EIGHT,EIGHT,EIGHT,833,956,883,906,8,,8,,ASL_2008_08_04_scene2-camera1.mov,Number Signs,EIGHT
3193,EIGHT,EIGHT,EIGHT,3495,3609,3545,3559,8,,8,,ASL_2011_06_08_Brady_scene6-camera1.mov,Number Signs,EIGHT
3237,ELEMENTARY,ELEMENTARY,ELEMENTARY,655,795,705,745,E,flat-B,E,flat-B,ASL_2008_01_18_scene30-camera1.mov,Lexical Signs,ELEMENTARY
3238,ELEMENTARY,ELEMENTARY,ELEMENTARY++,420,565,470,515,loose-E,B-L,loose-E,B-L,ASL_2008_05_29a_scene10-camera1.mov,Lexical Signs,ELEMENTARY
3239,ELEMENTARY,ELEMENTARY,ELEMENTARY++,531,666,581,616,loose-E,B-L,loose-E,B-L,ASL_2008_08_06_scene30-camera1.mov,Lexical Signs,ELEMENTARY
3240,ELEMENTARY,ELEMENTARY,ELEMENTARY++,2200,2332,2250,2282,E,B-L,E,B-L,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,ELEMENTARY
3254,EMBARRASS,EMBARRASS,EMBARRASS+,1422,1586,1472,1536,5,5,5,5,ASL_2008_01_18_scene30-camera1.mov,Lexical Signs,EMBARRASS
3255,EMBARRASS,EMBARRASS,EMBARRASS+,1630,1770,1680,1720,5,5,5,5,ASL_2008_05_29a_scene10-camera1.mov,Lexical Signs,EMBARRASS
3256,EMBARRASS,EMBARRASS,EMBARRASS+,1706,1847,1756,1797,5,5,5,5,ASL_2008_08_06_scene30-camera1.mov,Lexical Signs,EMBARRASS
